,查询的域名,查询结果
0,up.baidu.com. IN A,up.baidu.com. 6187 IN CNAME offlinea.shifen.bae.baidu.com.---offlinea.shifen.bae.baidu.com. 4 IN A 10.36.3.27---offlinea.shifen.bae.baidu.com. 4 IN A 10.26.3.49
1,ut.baidu.com. IN A,ut.baidu.com. 6187 IN A 10.23.248.87
2,va.baidu.com. IN A,va.baidu.com. 6189 IN A 10.94.51.43
3,vc.baidu.com. IN A,vc.baidu.com. 598 IN CNAME vc.wshifen.com.---vc.wshifen.com. 298 IN A 61.135.165.169
