,查询的域名,查询结果
0,wu.baidu.com. IN A,wu.baidu.com. 10 IN A 198.105.244.11---wu.baidu.com. 10 IN A 104.239.213.7
1,wz.baidu.com. IN A,wz.baidu.com. 598 IN CNAME bk.n.shifen.com.---bk.n.shifen.com. 128 IN A 103.235.46.232
2,xf.baidu.com. IN A,xf.baidu.com. 6188 IN CNAME mrp4.n.shifen.com.---mrp4.n.shifen.com. 299 IN A 123.125.112.68
3,xh.baidu.com. IN A,xh.baidu.com. 6190 IN A 10.208.7.65
4,xi.baidu.com. IN A,xi.baidu.com. 598 IN A 180.97.34.175
